,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,HouseAge,HouseModelAge,TotalSF,TotalArea,TotalBath,TotalPorchSF
57,58,60,RL,89.0,11645,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,860,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2,565,TA,TA,Y,0,0,NA,0,8,WD,Normal,196500,2,2,1720,2580,2.5,70
58,59,60,RL,66.0,13682,Pave,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,1410,GasA,Ex,Y,SBrkr,0,3,1,Gd,10,Typ,1,Gd,BuiltIn,Fin,3,641,TA,TA,Y,192,0,NA,0,10,New,Partial,438780,0,0,2945,4355,3.5,37
59,60,20,RL,60.0,7200,Pave,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,148,GasA,Ex,Y,SBrkr,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,1,352,TA,TA,Y,196,0,NA,0,1,WD,Normal,124900,36,36,1412,1560,1.0,0
60,61,20,RL,63.0,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,217,GasA,Ex,Y,SBrkr,0,3,1,Gd,5,Typ,0,NA,Detchd,Unf,2,576,TA,TA,Y,0,0,NA,0,5,New,Partial,158000,2,2,2099,2316,2.5,50
61,62,75,RM,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,530,GasA,TA,N,SBrkr,0,3,1,Fa,6,Typ,0,NA,Detchd,Unf,1,288,TA,TA,N,0,0,NA,0,3,WD,Normal,101000,87,11,1111,1641,1.0,144
62,63,120,RL,44.0,6442,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,1346,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,484,TA,TA,Y,120,0,NA,0,10,WD,Normal,202500,1,1,1394,2740,2.0,49
63,64,70,RM,50.0,10300,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,576,GasA,Gd,Y,SBrkr,0,3,1,TA,9,Typ,0,NA,Detchd,Unf,2,480,TA,TA,Y,12,0,NA,0,4,WD,Normal,140000,89,60,1710,2286,2.0,75
64,65,60,RL,0.0,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,318,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,0,NA,Attchd,RFn,2,645,TA,TA,Y,576,0,NA,0,2,WD,Normal,219500,12,11,2773,3091,3.5,36
65,66,60,RL,76.0,9591,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,1143,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,1,Gd,BuiltIn,RFn,3,852,TA,TA,Y,192,0,NA,0,10,WD,Normal,317000,3,2,2473,3616,2.5,151
66,67,20,RL,0.0,19900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1035,GasA,TA,Y,SBrkr,0,3,1,TA,7,Min1,1,Gd,Attchd,RFn,2,576,TA,TA,Y,301,0,NA,0,7,WD,Normal,180000,40,21,3119,4154,3.0,0
67,68,20,RL,72.0,10665,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,440,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2,558,TA,TA,Y,144,0,NA,0,6,WD,Normal,226000,4,4,2492,2932,3.0,29
68,69,30,RM,47.0,4608,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,747,GasA,TA,Y,SBrkr,0,2,1,TA,4,Typ,0,NA,Attchd,Unf,1,220,TA,TA,Y,0,0,NA,0,6,WD,Normal,80000,65,60,747,1494,1.0,0
69,70,50,RL,81.0,15593,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,701,GasW,TA,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,667,TA,TA,Y,0,0,NA,0,7,WD,Normal,225000,53,53,2890,3591,2.0,135
70,71,20,RL,95.0,13651,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,343,GasA,Ex,Y,SBrkr,0,3,1,TA,8,Typ,2,Gd,Attchd,Fin,2,516,TA,TA,Y,300,0,NA,0,2,WD,Normal,244000,34,34,4103,4446,3.0,0
71,72,20,RL,69.0,7599,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,280,GasA,TA,Y,SBrkr,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,2,360,TA,TA,Y,0,0,NA,0,6,WD,Normal,129500,25,1,1410,1690,2.0,0
72,73,60,RL,74.0,10141,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,832,GasA,Gd,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,427,TA,TA,Y,0,0,NA,0,12,WD,Normal,185000,11,11,1718,2550,2.5,385
73,74,20,RL,85.0,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,404,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,2,490,TA,TA,Y,0,0,NA,0,5,WD,Normal,144900,56,7,1768,2172,2.0,0
74,75,50,RM,60.0,5790,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,840,GasA,Gd,N,SBrkr,0,3,2,TA,8,Typ,0,NA,Detchd,Unf,1,379,TA,TA,Y,0,0,NA,0,5,WD,Normal,107400,95,60,1605,2445,2.0,202
75,76,180,RM,21.0,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,0,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,0,NA,BuiltIn,Unf,1,297,TA,TA,Y,120,0,NA,0,11,WD,Normal,91000,36,36,1450,1450,2.0,101
76,77,20,RL,0.0,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,724,GasA,Ex,Y,FuseA,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,1,283,TA,TA,Y,0,0,NA,0,4,WD,Normal,135750,52,52,1180,1904,1.0,0
77,78,50,RM,50.0,8635,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,295,GasA,TA,Y,SBrkr,0,2,1,TA,6,Min1,0,NA,Detchd,Unf,1,240,TA,TA,Y,0,0,NA,0,1,WD,Normal,127000,60,7,1662,1957,2.0,0
78,79,90,RL,72.0,10778,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1768,GasA,TA,N,SBrkr,0,4,2,TA,8,Typ,0,NA,NA,None,0,0,NA,NA,Y,0,0,NA,0,4,WD,Normal,136500,42,42,1768,3536,2.0,0
79,80,50,RM,60.0,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,440,GasA,Gd,Y,SBrkr,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,2,440,TA,TA,Y,74,0,NA,0,5,WD,Normal,110000,99,28,1230,1670,1.5,128
80,81,60,RL,100.0,13000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,448,GasA,TA,Y,SBrkr,0,4,1,Gd,8,Typ,1,Gd,Attchd,Fin,1,509,TA,TA,Y,0,0,NA,0,6,WD,Normal,193500,41,41,2590,3038,2.5,324
81,82,120,RM,32.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,36,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,0,NA,Attchd,Fin,2,405,TA,TA,Y,0,0,NA,0,3,WD,Normal,153500,8,8,2538,2574,3.0,199
82,83,20,RL,78.0,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1530,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,3,758,TA,TA,Y,144,0,NA,0,10,WD,Normal,245000,1,1,1596,3126,2.0,99
83,84,20,RL,80.0,8892,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1065,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,0,NA,Detchd,Unf,2,461,TA,TA,Y,74,0,NA,0,7,COD,Normal,126500,47,47,1065,2130,1.5,0
84,85,80,RL,0.0,8530,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,384,GasA,Gd,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,400,TA,TA,Y,120,0,NA,700,5,WD,Normal,168500,14,13,1474,1858,2.5,72
85,86,60,RL,121.0,16059,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,1288,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,1,TA,Attchd,Unf,2,462,TA,TA,Y,127,0,NA,0,4,WD,Normal,260000,15,14,2417,3705,2.5,82
86,87,60,RL,122.0,11911,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,684,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,1,Gd,BuiltIn,Fin,2,400,TA,TA,Y,100,0,NA,0,3,WD,Normal,174000,4,4,1560,2244,2.5,38
87,88,160,FV,40.0,3951,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,612,GasA,Ex,Y,SBrkr,0,2,1,Gd,4,Typ,0,NA,Detchd,RFn,2,528,TA,TA,Y,0,0,NA,0,6,New,Partial,164500,0,0,1224,1836,2.5,234
88,89,50,C (all),105.0,8470,Pave,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,Hip,CompShg,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,1013,GasA,TA,N,SBrkr,513,2,1,Fa,6,Typ,0,NA,NA,None,0,0,NA,NA,N,0,0,NA,0,10,ConLD,Abnorml,85000,94,27,1013,2539,1.0,156
89,90,20,RL,60.0,8070,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,402,GasA,Ex,Y,SBrkr,0,3,1,TA,5,Typ,0,NA,NA,None,0,0,NA,NA,Y,0,0,NA,0,8,WD,Normal,123600,13,12,1578,1980,2.0,0
90,91,20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,NA,NA,NA,NA,NA,0,GasA,TA,Y,FuseA,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,2,420,TA,TA,Y,0,0,NA,0,7,WD,Normal,109900,56,56,1040,1040,1.0,29
91,92,20,RL,85.0,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,635,GasA,TA,Y,SBrkr,0,2,1,TA,6,Typ,0,NA,Attchd,Unf,2,480,TA,TA,Y,0,0,NA,0,12,WD,Abnorml,98600,45,45,1835,2470,1.0,0
92,93,30,RL,80.0,13360,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,Unf,163,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,2,432,TA,TA,Y,0,0,NA,0,8,WD,Normal,163500,88,3,1677,1840,2.0,44
93,94,190,C (all),60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,Unf,168,GasW,Ex,N,SBrkr,0,4,2,TA,9,Typ,1,Gd,Detchd,Unf,2,506,TA,TA,Y,0,0,NA,0,11,WD,Normal,133900,97,9,3337,3505,2.5,99
94,95,60,RL,69.0,9337,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,176,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2,684,TA,TA,Y,0,0,NA,0,5,WD,Normal,204750,10,10,2434,2610,3.5,162
95,96,60,RL,0.0,9765,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,370,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,BuiltIn,Fin,2,420,TA,TA,Y,232,0,NA,480,4,WD,Normal,185000,16,16,1780,2150,2.5,63
96,97,20,RL,78.0,10264,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,426,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,472,TA,TA,Y,158,0,NA,0,8,WD,Normal,214000,7,7,2750,3176,2.0,29
97,98,20,RL,73.0,10921,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,440,GasA,TA,Y,FuseF,0,3,1,TA,6,Typ,0,NA,Attchd,Fin,1,432,TA,TA,P,120,0,NA,0,5,WD,Normal,94750,42,42,1480,1920,2.0,0
98,99,30,RL,85.0,10625,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,350,GasA,Fa,N,SBrkr,0,2,1,TA,5,Typ,0,NA,Basment,Unf,1,366,Fa,TA,Y,0,0,NA,400,5,COD,Abnorml,83000,90,60,943,1293,1.0,77
99,100,20,RL,77.0,9320,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,381,GasA,Fa,Y,SBrkr,0,3,1,TA,6,Typ,0,NA,NA,None,0,0,NA,NA,Y,352,0,NA,400,1,WD,Normal,128950,51,51,1794,2175,2.5,0
100,101,20,RL,0.0,10603,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,Unf,410,GasA,Gd,Y,SBrkr,0,3,1,Gd,6,Typ,2,TA,Attchd,RFn,2,480,TA,TA,Y,168,0,NA,0,2,WD,Normal,205000,33,9,2810,3220,3.0,68
101,102,60,RL,77.0,9206,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,741,GasA,TA,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,476,TA,TA,Y,192,0,NA,0,6,WD,Normal,178000,25,25,1732,2473,2.5,46
102,103,90,RL,64.0,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,NA,NA,NA,NA,NA,0,GasA,TA,Y,SBrkr,0,4,2,TA,8,Typ,0,NA,Attchd,Unf,2,410,TA,TA,Y,0,0,NA,0,6,WD,Alloca,118964,30,30,1535,1535,2.0,0
103,104,20,RL,94.0,10402,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1226,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,3,740,TA,TA,Y,0,0,NA,0,5,WD,Normal,198900,1,1,1226,2452,2.0,36
104,105,50,RM,0.0,7758,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,Unf,816,GasA,Ex,Y,FuseF,0,4,1,TA,7,Typ,2,TA,Detchd,Unf,1,240,TA,TA,Y,0,0,NA,0,6,WD,Normal,169500,76,57,2042,2858,1.5,184
105,106,60,FV,75.0,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1053,GasA,Ex,Y,SBrkr,0,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,2,648,TA,TA,Y,140,0,NA,0,8,WD,Normal,250000,5,4,1992,3045,2.5,45
106,107,30,RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,Mansard,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,641,GasA,Gd,Y,SBrkr,0,2,1,TA,6,Typ,0,NA,Detchd,Unf,1,273,Fa,Fa,N,0,0,NA,450,8,WD,Normal,100000,122,12,1047,1688,1.0,0
107,108,20,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,516,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,1,250,TA,TA,Y,0,0,NA,0,4,WD,Partial,115000,60,58,1062,1578,1.0,0
108,109,50,RM,85.0,8500,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,793,GasW,TA,N,FuseF,0,3,1,Fa,7,Typ,0,NA,NA,None,0,0,NA,NA,N,0,0,NA,0,8,WD,Normal,115000,88,2,1517,2310,2.0,144
109,110,20,RL,105.0,11751,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,1139,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,546,TA,TA,Y,0,0,NA,0,1,COD,Normal,190000,33,33,2549,3688,2.0,122
110,111,50,RL,75.0,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,Unf,550,GasA,Gd,Y,SBrkr,0,4,1,TA,7,Typ,0,NA,Attchd,Unf,1,325,TA,TA,Y,182,0,NA,0,10,WD,Normal,136900,52,34,2299,2849,2.0,0
111,112,80,RL,0.0,7750,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,134,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,400,TA,TA,Y,180,0,NA,0,4,WD,Normal,180000,10,10,1680,1814,2.5,0
112,113,60,RL,77.0,9965,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,280,GasA,Ex,Y,SBrkr,0,4,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3,792,TA,TA,Y,120,0,NA,0,10,New,Partial,383970,0,0,3680,3960,3.5,352
113,114,20,RL,0.0,21000,Pave,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,Rec,905,GasA,TA,Y,SBrkr,0,3,1,Gd,7,Typ,2,Gd,Basment,Unf,2,450,TA,TA,Y,166,0,NA,0,10,COD,Abnorml,217000,54,54,3163,4068,3.0,312
114,115,70,RL,61.0,7259,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,104,GasA,Ex,Y,SBrkr,0,3,1,Gd,9,Typ,1,TA,Detchd,Unf,1,180,TA,TA,Y,224,0,NA,0,7,WD,Normal,259500,62,5,3244,3348,3.5,0
115,116,160,FV,34.0,3230,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,310,GasA,Gd,Y,SBrkr,0,2,1,TA,5,Typ,1,Fa,Detchd,Unf,2,440,TA,TA,Y,0,0,NA,0,6,WD,Normal,176000,8,8,1877,2187,2.5,32
